party_rk,date_time,story_id,category,event
11995,2019-12-01 10:57:17,3780,71,like
11995,2019-12-01 10:51:48,3857,39,like
55721,2019-12-01 11:00:32,3840,39,like
87324,2019-12-23 15:39:51,4031,39,like
80469,2019-12-20 10:17:26,3978,81,dislike
10195,2019-12-23 15:20:10,4031,39,favorite
10195,2019-12-23 15:20:09,4031,39,like
91823,2019-12-23 16:08:09,4029,29,like
28490,2019-12-23 16:07:28,4031,39,like
22163,2019-12-18 10:28:42,3978,81,like
68333,2019-12-16 14:30:48,3268,51,dislike
19082,2019-12-27 13:33:11,3930,16,dislike
18381,2019-12-21 11:15:22,3832,57,favorite
18381,2019-12-21 11:15:24,3832,57,like
46470,2019-12-12 10:07:48,3932,39,favorite
87324,2019-12-10 12:21:02,3921,16,like
36169,2019-12-10 12:46:30,3921,16,favorite
88336,2019-12-10 13:14:31,3921,16,dislike
13638,2019-12-20 13:15:03,4003,39,like
56464,2019-12-11 11:59:42,3923,15,favorite
19043,2019-12-11 12:49:16,3936,71,favorite
19043,2019-12-11 12:49:58,3923,15,favorite
41890,2019-12-05 13:54:15,3884,39,favorite
41890,2019-12-05 13:54:14,3884,39,dislike
39706,2019-12-27 11:23:02,4084,39,like
61223,2019-12-05 16:11:23,3883,39,like
46954,2019-12-05 16:27:48,3883,39,favorite
54067,2019-12-05 16:25:29,3883,39,dislike
61223,2019-12-03 20:29:38,3861,39,like
58798,2019-12-03 20:30:59,3861,39,like
61223,2019-12-03 20:33:16,3849,33,like
88304,2019-12-01 15:19:45,3840,39,like
33836,2019-12-01 15:31:52,3840,39,favorite
33836,2019-12-01 15:31:45,3840,39,favorite
18703,2019-12-01 15:44:04,3846,39,dislike
7361,2019-12-01 15:44:18,3838,44,like
58464,2019-12-01 15:48:11,3802,39,like
37728,2019-12-01 15:49:01,3840,39,favorite
87096,2019-12-01 15:54:17,3840,39,like
21439,2019-12-01 16:35:47,3846,39,like
33952,2019-12-01 16:50:07,2512,43,favorite
22907,2019-12-27 11:51:00,4084,39,like
44508,2019-12-27 12:54:08,4084,39,favorite
6746,2019-12-27 12:53:09,4084,39,favorite
11775,2019-12-27 12:56:34,4084,39,favorite
18706,2019-12-24 13:19:27,4046,39,favorite
49436,2019-12-05 12:56:12,3847,81,favorite
13531,2019-12-05 13:22:31,1342,68,like
79511,2019-12-01 12:26:44,3840,39,favorite
68519,2019-12-01 12:38:59,3840,39,like
78379,2019-12-01 12:37:22,3840,39,favorite
31024,2019-12-01 12:38:59,3846,39,like
8644,2019-12-01 12:59:39,3846,39,like
68988,2019-12-03 19:28:05,3840,39,favorite
19043,2019-12-11 12:49:55,3923,15,like
43644,2019-12-21 15:23:11,3978,81,like
88224,2019-12-21 16:41:08,2399,46,favorite
75698,2019-12-21 16:42:55,4009,39,like
29229,2019-12-16 13:44:09,3854,81,dislike
87324,2019-12-16 14:20:12,3966,81,like
72817,2019-12-16 14:22:01,3912,78,like
14538,2019-12-26 11:50:30,3930,16,dislike
90252,2019-12-03 21:43:33,2121,81,like
87056,2019-12-16 18:13:56,3854,81,like
58068,2019-12-16 19:09:15,3754,71,like
51635,2019-12-28 10:56:56,4051,81,dislike
87324,2019-12-11 12:17:52,3922,39,like
19043,2019-12-11 12:49:15,3936,71,like
90825,2019-12-18 12:11:46,3991,39,like
67477,2019-12-18 12:29:56,3978,81,dislike
66623,2019-12-18 13:02:19,3978,81,like
61315,2019-12-18 13:03:17,3035,2,14]
22161,2019-12-18 13:32:04,3991,39,favorite
61223,2019-12-06 12:24:24,2092,13,like
4942,2019-12-06 12:36:40,3840,39,like
18709,2019-12-06 12:44:41,3729,15,favorite
6070,2019-12-27 14:22:16,4084,39,like
46727,2019-12-27 16:16:19,4075,44,favorite
79498,2019-12-27 16:54:02,3279,81,favorite
79498,2019-12-27 16:55:30,4097,71,favorite
73577,2019-11-15 14:42:36,1342,68,dislike
75987,2019-11-15 15:18:51,3739,81,dislike
1375,2019-12-30 03:18:56,3847,81,favorite
71282,2019-11-15 16:45:05,3739,81,dislike
74436,2019-12-01 11:10:59,3840,39,like
80267,2019-12-01 11:29:08,3840,39,like
52751,2019-12-22 12:21:40,4016,51,favorite
13299,2019-12-22 13:15:07,3943,71,like
11995,2019-12-25 11:45:38,4053,39,like
87324,2019-12-25 11:56:15,4053,39,like
11995,2019-12-25 11:45:49,4028,78,like
30141,2019-12-11 14:21:04,3922,39,like
50581,2019-12-11 15:27:06,2467,43,dislike
88817,2019-12-16 11:07:28,3931,49,favorite
49855,2019-12-16 13:24:38,3847,81,like
84347,2019-12-23 18:55:59,4031,39,like
61223,2019-12-23 20:44:03,4039,44,like
47427,2019-12-20 08:14:59,3978,81,dislike
3645,2019-12-20 09:22:14,4019,43,like
87972,2019-12-20 10:21:49,3978,81,like
11460,2019-11-15 14:06:11,3738,71,favorite
53129,2019-11-15 15:02:38,1342,68,dislike
27622,2019-11-15 15:02:14,2872,26,favorite
74436,2019-12-02 19:26:03,3858,39,like
31024,2019-12-02 20:01:13,3134,15,like
46738,2019-12-02 21:55:34,3840,39,like
48152,2019-12-02 21:59:59,3858,39,like
11369,2019-10-07 15:23:26,3510,81,like
87324,2019-12-16 09:14:50,3923,15,like
16110,2019-12-16 10:11:46,3494,2,14]
87324,2019-12-16 11:02:47,3974,39,like
88817,2019-12-16 11:06:07,3945,81,favorite
87212,2019-12-01 10:40:22,3840,39,favorite
50360,2019-12-29 09:06:04,4041,50,favorite
33962,2019-12-29 09:08:06,3116,16,favorite
13146,2019-12-29 10:27:15,1949,81,favorite
7750,2019-12-24 17:49:44,4034,43,favorite
56437,2019-12-24 18:45:28,4048,39,like
35692,2019-12-24 19:50:45,3978,81,dislike
33695,2019-12-27 18:24:27,3831,43,like
44423,2019-12-27 19:01:24,4084,39,like
31024,2019-12-01 08:37:31,3627,20,like
22161,2019-12-01 09:25:47,3838,44,favorite
46727,2019-12-13 11:35:08,2204,43,favorite
58464,2019-12-01 15:46:02,3840,39,like
10195,2019-12-01 16:23:45,3840,39,like
8414,2019-12-01 16:25:06,3857,39,like
10195,2019-12-01 16:23:53,3846,39,like
10195,2019-12-01 16:23:46,3840,39,favorite
76760,2019-12-01 16:29:12,3840,39,like
36864,2019-12-01 16:29:40,3836,81,like
1814,2019-12-05 18:43:07,3845,49,dislike
6365,2019-12-05 18:57:25,1342,68,like
77187,2019-12-05 19:54:36,3883,39,favorite
19499,2019-12-24 14:45:35,2544,46,favorite
34650,2019-12-30 11:48:38,4101,39,like
34650,2019-12-30 11:48:48,4077,43,like
15016,2019-12-30 12:19:40,4101,39,dislike
37890,2019-12-17 14:05:59,3144,81,dislike
51980,2019-12-18 12:56:27,3989,39,like
21841,2019-12-18 13:32:43,3978,81,like
1908,2019-12-31 13:22:03,4120,39,like
87324,2019-12-15 11:25:54,3964,39,like
55721,2019-12-15 11:57:06,3924,78,like
50321,2019-12-06 11:55:17,3739,81,like
21812,2019-12-06 12:25:25,3847,81,favorite
87324,2019-12-10 09:05:30,3853,15,like
79498,2019-12-10 09:25:04,3205,81,favorite
8319,2019-12-01 14:16:06,3857,39,like
82097,2019-12-01 14:36:05,2227,52,favorite
49235,2019-12-01 14:42:15,3310,81,favorite
33719,2019-12-01 14:51:21,3571,15,favorite
79099,2019-12-01 15:01:56,3119,16,favorite
32762,2019-12-20 13:51:19,3978,81,like
56464,2019-12-20 14:55:09,4021,15,favorite
32820,2019-12-26 12:30:34,3930,16,like
21421,2019-12-30 15:28:45,4096,29,favorite
61223,2019-12-01 13:25:14,3840,39,like
81677,2019-12-01 14:08:08,3857,39,like
78040,2019-10-09 16:03:25,3528,78,like
36419,2019-10-09 16:54:09,3520,44,like
2463,2019-12-25 15:18:17,3033,2,14]
87324,2019-12-07 13:34:22,2525,52,like
87324,2019-12-07 13:34:24,3844,71,like
87324,2019-12-07 13:34:28,2468,73,like
12192,2019-12-17 19:56:53,3790,43,like
56222,2019-12-17 20:25:52,3978,81,like
58379,2019-12-17 20:33:01,3978,81,like
56464,2019-12-17 13:23:53,2623,26,favorite
45131,2019-12-17 14:20:58,3835,81,dislike
72426,2019-12-12 21:11:46,3940,39,favorite
6218,2019-12-24 08:55:33,3930,16,dislike
75342,2019-12-01 10:53:30,3840,39,like
11995,2019-12-01 11:00:26,3840,39,like
89567,2019-11-15 15:58:05,1342,68,like
9110,2019-11-15 17:08:41,3739,81,like
36915,2019-11-15 17:35:43,3365,51,like
6292,2019-11-15 18:05:54,3473,15,like
22161,2019-12-30 12:21:17,4101,39,favorite
41734,2019-12-30 12:35:17,4101,39,favorite
41491,2019-12-30 13:22:36,4078,43,favorite
3645,2019-09-26 21:17:45,3448,71,dislike
3645,2019-09-26 21:18:03,3426,55,like
19043,2019-09-26 21:25:52,3448,71,like
51635,2019-12-17 11:04:01,3977,39,dislike
47331,2019-12-22 14:25:16,2235,81,favorite
21034,2019-12-11 15:31:00,3844,71,favorite
5737,2019-12-11 15:57:42,3924,78,like
75479,2019-12-11 16:24:24,3930,16,like
28796,2019-12-18 16:36:33,3925,81,like
55240,2019-12-29 13:52:56,4083,39,favorite
87324,2019-12-28 11:26:07,4086,39,like
11995,2019-12-01 10:54:13,3833,61,like
11995,2019-12-01 10:58:14,3511,73,like
72841,2019-12-01 11:33:26,3840,39,favorite
90518,2019-12-01 11:38:55,3857,39,like
90905,2019-12-01 11:56:30,2356,45,176
23246,2019-12-01 12:02:14,3840,39,like
23246,2019-12-01 12:02:24,3846,39,like
56025,2019-12-01 12:10:49,3840,39,like
22658,2019-12-01 12:11:58,3840,39,like
86992,2019-12-16 19:17:20,3840,39,favorite
40682,2019-12-12 09:56:18,3360,81,like
40682,2019-12-12 09:56:08,3930,16,like
22161,2019-12-01 09:24:48,3691,53,favorite
81713,2019-12-01 10:20:03,3840,39,like
56437,2019-12-24 18:45:37,4048,39,favorite
3645,2019-12-24 18:52:51,4039,44,like
3645,2019-12-24 18:52:30,4046,39,dislike
68519,2019-12-06 16:45:29,3886,39,like
26510,2019-09-26 20:54:19,3363,51,favorite
3645,2019-09-26 21:16:45,3431,44,like
3645,2019-09-26 21:18:03,3426,55,dislike
6218,2019-12-24 08:55:32,3930,16,favorite
31307,2019-12-23 20:20:31,4031,39,favorite
61223,2019-12-23 20:44:07,4039,44,like
62161,2019-12-19 12:07:52,3978,81,dislike
57881,2019-12-19 12:50:30,3978,81,like
56464,2019-12-19 13:15:10,3998,51,favorite
16274,2019-11-15 14:10:30,3753,33,favorite
40156,2019-11-15 14:34:52,3744,49,like
83982,2019-11-15 14:59:41,1342,68,like
87324,2019-12-25 09:54:39,4028,78,like
80620,2019-12-25 10:44:29,3561,81,dislike
41078,2019-12-01 13:51:52,3857,39,like
27812,2019-12-01 13:53:58,3840,39,like
54179,2019-12-01 14:48:25,3840,39,like
34650,2019-12-11 11:23:01,3922,39,like
10843,2019-12-05 14:39:05,3571,15,favorite
70513,2019-12-05 15:19:55,3786,71,like
76067,2019-12-05 15:49:05,3849,33,favorite
61223,2019-12-05 16:11:25,1342,68,like
46954,2019-12-05 16:27:47,3883,39,like
64707,2019-12-01 12:19:05,3840,39,like
87571,2019-12-01 12:22:22,3840,39,like
45497,2019-12-01 12:22:04,3857,39,like
78379,2019-12-01 12:37:10,3840,39,like
68519,2019-12-01 12:39:00,3857,39,like
40695,2019-12-01 12:32:03,3840,39,like
34650,2019-12-11 11:23:15,3924,78,like
87324,2019-12-11 12:20:22,2947,16,like
87324,2019-12-11 12:20:48,2227,52,like
44508,2019-12-20 11:01:45,3648,81,favorite
46549,2019-12-20 11:28:35,4023,81,favorite
27690,2019-12-04 10:56:23,3866,71,favorite
14443,2019-12-16 09:28:15,1949,81,like
13638,2019-12-16 11:50:16,3974,39,like
63587,2019-12-25 09:18:15,3847,81,favorite
27690,2019-12-05 11:56:56,3847,81,favorite
41379,2019-12-02 22:27:14,3840,39,dislike
49634,2019-12-02 22:34:34,2809,73,like
49634,2019-12-02 22:34:35,2809,73,favorite
61223,2019-10-17 19:28:11,3548,81,like
61223,2019-10-17 19:28:57,3249,71,like
10195,2019-12-12 08:12:51,3930,16,like
46954,2019-12-12 08:18:04,1342,68,like
37743,2019-12-01 08:10:48,2930,68,like
22161,2019-12-01 09:25:49,3838,44,like
1964,2019-12-03 19:18:28,2955,15,favorite
52751,2019-12-22 12:21:49,3513,49,favorite
27695,2019-12-29 11:45:05,4081,39,favorite
27695,2019-12-29 11:45:09,4081,39,like
44423,2019-12-19 13:09:22,3776,78,like
44423,2019-12-19 13:09:37,3494,2,14]
13638,2019-12-19 14:28:10,3992,39,like
52998,2019-12-09 12:51:28,3864,49,like
14312,2019-12-27 16:30:46,2702,73,favorite
26731,2019-12-27 17:02:45,1342,68,like
28923,2019-12-27 17:07:39,3119,16,like
21421,2019-12-27 18:07:38,2212,52,favorite
40394,2019-12-28 13:31:54,3930,16,like
32473,2019-12-25 12:27:30,3959,71,favorite
61619,2019-12-25 12:26:27,3978,81,dislike
32473,2019-12-25 12:27:23,2525,52,favorite
69542,2019-10-25 07:05:47,3625,76,favorite
17466,2019-12-04 16:25:50,2284,53,favorite
93247,2019-12-19 16:48:48,3835,81,dislike
24314,2019-12-19 17:51:54,3477,15,favorite
12248,2019-12-19 18:41:46,3952,50,favorite
34650,2019-12-19 19:00:58,3992,39,like
79498,2019-12-19 19:26:50,4021,15,favorite
44796,2019-12-04 18:58:00,3739,81,like
308,2019-12-04 19:24:24,3780,71,like
61223,2019-12-04 20:13:12,3885,44,like
61223,2019-12-04 20:12:31,3871,39,like
87324,2019-12-17 07:49:43,2404,15,like
12469,2019-12-17 10:10:54,3854,81,like
70574,2019-12-19 12:03:47,4013,44,favorite
34650,2019-12-27 12:17:23,4084,39,like
8780,2019-12-27 12:27:40,4084,39,like
8780,2019-12-27 12:29:13,4084,39,favorite
90827,2019-12-13 19:32:45,2397,15,like
86406,2019-12-13 19:37:03,3033,2,14]
63966,2019-09-26 09:16:40,3407,29,like
21792,2019-12-18 10:14:05,3978,81,dislike
51980,2019-12-18 11:01:30,3978,81,like
56464,2019-12-07 00:49:01,2409,73,favorite
76796,2019-12-07 08:55:51,3886,39,favorite
64313,2019-12-04 11:47:19,3120,16,favorite
75703,2019-12-04 11:54:01,3075,81,favorite
64313,2019-12-04 11:47:56,3849,33,like
24914,2019-12-20 13:36:09,3928,73,favorite
32762,2019-12-20 13:51:15,3978,81,dislike
83811,2019-12-17 20:28:49,3978,81,like
54187,2019-12-17 21:30:59,3978,81,dislike
21460,2019-12-19 16:09:16,3992,39,favorite
10195,2019-12-27 08:34:37,4022,73,like
90994,2019-12-19 17:04:32,3978,81,like
80267,2019-12-01 20:49:30,3857,39,like
55606,2019-12-01 21:17:42,3837,51,favorite
48152,2019-12-01 21:45:47,3840,39,like
1592,2019-12-01 21:54:08,3846,39,dislike
19043,2019-12-03 14:28:39,3513,49,like
29353,2019-12-03 18:05:19,3861,39,like
87633,2019-12-02 19:20:49,3858,39,like
50156,2019-12-02 20:38:52,3840,39,like
1814,2019-12-05 18:43:17,3845,49,like
22520,2019-12-05 18:52:18,3864,49,favorite
40156,2019-12-26 16:16:01,4044,50,like
25159,2019-12-26 19:23:56,4045,51,favorite
31594,2019-12-26 19:37:12,4044,50,like
34650,2019-12-14 12:59:04,3961,39,like
13638,2019-12-14 14:30:54,3961,39,like
40695,2019-10-24 09:06:57,3584,29,favorite
3252,2019-12-07 12:09:22,3033,2,14]
5683,2019-12-07 13:04:09,3739,81,dislike
87324,2019-12-07 13:33:55,3912,78,like
52998,2019-12-07 14:15:39,3774,49,like
90048,2019-12-12 16:26:20,3939,15,like
46954,2019-12-02 19:41:08,3858,39,like
76733,2019-12-02 19:43:23,3840,39,favorite
55759,2019-12-02 21:02:00,3840,39,like
84772,2019-12-29 14:09:41,4083,39,favorite
56699,2019-12-29 15:39:52,4083,39,like
54589,2019-12-21 15:11:47,3978,81,like
21682,2019-12-21 15:59:12,3930,16,like
6365,2019-12-31 12:28:54,4120,39,like
61223,2019-12-31 14:41:01,4120,39,like
89820,2019-12-18 15:26:06,3921,16,like
46957,2019-12-18 15:37:04,3978,81,like
9693,2019-12-22 02:01:12,3930,16,like
39506,2019-12-22 08:10:49,3930,16,dislike
3252,2019-12-16 22:19:31,2809,73,like
3252,2019-12-16 22:20:27,3365,51,like
49905,2019-12-22 11:14:40,3930,16,dislike
44423,2019-12-22 11:36:23,4005,39,like
48065,2019-09-27 18:41:09,2070,10,177
83752,2019-09-27 18:50:42,2383,9,dislike
50860,2019-09-27 20:41:43,3445,50,favorite
87324,2019-12-20 15:34:16,4003,39,like
56867,2019-09-27 09:57:32,3449,51,favorite
83460,2019-09-27 11:11:11,3402,60,164
86030,2019-09-27 11:26:08,3432,81,favorite
44020,2019-12-03 15:38:51,3346,78,favorite
39814,2019-12-25 20:21:54,4041,50,favorite
21445,2019-11-16 02:51:34,2990,26,favorite
56134,2019-11-16 07:37:07,3739,81,like
61223,2019-11-16 08:54:42,3750,44,like
61223,2019-11-16 08:53:51,3758,29,like
61223,2019-11-16 08:52:26,3746,55,like
61223,2019-11-16 08:52:27,3746,55,favorite
48792,2019-12-31 11:41:50,4120,39,like
9790,2019-12-23 14:26:48,4002,49,like
9790,2019-12-23 14:26:56,3117,15,like
9790,2019-12-23 14:26:50,4002,49,favorite
9790,2019-12-23 14:26:57,3117,15,favorite
86477,2019-12-17 13:23:58,2544,46,favorite
45131,2019-12-17 14:20:57,3835,81,like
49432,2019-12-17 14:46:42,3677,16,favorite
60144,2019-12-04 14:47:12,2879,15,favorite
44095,2019-12-28 10:13:28,3033,2,14]
34341,2019-12-28 10:01:35,4075,44,favorite
44095,2019-12-28 10:13:12,3924,78,like
2844,2019-12-28 10:18:16,4084,39,favorite
19052,2019-12-11 14:55:57,3840,39,like
10195,2019-12-11 15:36:49,3492,15,favorite
25721,2019-12-11 15:52:11,3053,15,favorite
2381,2019-12-11 15:52:12,3930,16,dislike
44423,2019-12-20 14:29:17,4004,39,like
23468,2019-12-20 15:39:32,3854,81,like
13396,2019-12-20 15:54:30,3134,15,favorite
56091,2019-12-18 19:30:49,3978,81,like
3422,2019-12-18 19:41:29,3978,81,dislike
67908,2019-12-20 13:48:06,3978,81,like
59892,2019-12-24 07:54:21,4020,81,favorite
76724,2019-12-24 07:59:07,4031,39,like
27948,2019-09-26 21:23:08,3446,51,favorite
61223,2019-12-17 01:15:57,3912,78,like
8090,2019-12-17 08:03:31,3835,81,favorite
11378,2019-12-01 15:14:26,3857,39,like
52998,2019-12-01 15:01:04,3837,51,favorite
11097,2019-12-01 15:08:32,3840,39,favorite
90718,2019-12-01 15:20:05,3840,39,like
43746,2019-12-01 15:28:49,3857,39,like
20916,2019-12-01 15:24:57,3840,39,favorite
37610,2019-12-01 15:23:07,3857,39,like
33836,2019-12-01 15:33:54,3840,39,like
26268,2019-12-01 15:40:23,3840,39,favorite
56464,2019-12-04 13:28:24,3853,15,favorite
60144,2019-12-04 14:47:12,2879,15,like
46437,2019-10-24 13:11:55,2177,81,favorite
19778,2019-10-24 13:36:53,3548,81,like
10195,2019-10-24 13:34:37,3625,76,favorite
19778,2019-10-24 13:40:12,1342,68,like
37890,2019-12-20 21:23:11,3756,15,dislike
13805,2019-10-09 19:12:33,3505,16,like
70039,2019-10-09 19:34:13,1997,6,favorite
88224,2019-12-21 16:41:48,2002,52,favorite
36838,2019-12-21 17:38:20,3978,81,dislike
19043,2019-12-04 02:01:29,3853,15,like
86716,2019-10-24 17:55:43,1342,68,like
37890,2019-10-24 18:37:58,3631,43,like
27690,2019-12-15 20:23:11,3944,51,favorite
77566,2019-12-26 13:04:51,3601,81,favorite
85976,2019-12-06 18:27:06,1855,16,like
50783,2019-12-06 18:24:43,3864,49,favorite
90718,2019-12-05 12:37:38,2492,15,favorite
6584,2019-10-24 21:35:36,3604,81,favorite
31288,2019-12-22 20:44:05,3930,16,like
66389,2019-12-22 21:05:36,4005,39,like
34092,2019-12-22 22:00:27,3930,16,dislike
86334,2019-12-20 19:50:24,4003,39,favorite
13146,2019-12-20 20:50:00,3569,73,favorite
65640,2019-12-20 21:43:22,4003,39,like
3252,2019-12-20 21:51:56,4003,39,like
65468,2019-12-17 10:31:43,3958,52,like
70879,2019-12-19 08:52:33,3978,81,dislike
32473,2019-12-19 10:04:23,3958,52,favorite
13638,2019-12-17 19:38:20,3977,39,like
92382,2019-12-09 20:32:58,2401,16,like
87096,2019-12-01 15:54:26,3846,39,like
18916,2019-12-01 16:10:28,3840,39,like
76760,2019-12-01 16:29:30,3846,39,like
44423,2019-12-01 16:53:53,3840,39,like
32168,2019-12-01 16:55:07,3857,39,like
33952,2019-12-01 16:47:49,2571,43,favorite
68001,2019-12-01 16:53:52,3857,39,like
87219,2019-12-01 17:14:59,3846,39,like
20916,2019-12-01 17:22:47,3840,39,like
87219,2019-12-31 14:07:47,4120,39,like
61223,2019-12-31 14:41:06,4118,78,like
10614,2019-10-11 14:14:32,1342,68,like
80775,2019-10-11 14:04:36,3432,81,like
88817,2019-10-11 15:22:31,3514,81,like
27690,2019-12-09 18:43:51,3902,61,favorite
31189,2019-12-09 19:28:26,3909,39,like
35961,2019-12-09 19:24:46,3365,51,like
35961,2019-12-09 19:25:11,3849,33,like
87473,2019-12-17 11:25:05,3250,28,77]
81535,2019-12-22 13:39:32,3930,16,like
44356,2019-12-22 14:07:53,3892,43,favorite
47331,2019-12-22 14:26:25,4023,81,favorite
89801,2019-12-09 20:08:18,3907,39,favorite
92382,2019-12-09 20:46:08,3754,71,like
86334,2019-12-24 14:28:55,4034,43,favorite
6832,2019-10-17 20:03:33,3317,71,favorite
34650,2019-10-17 21:12:42,3472,15,like
34650,2019-10-17 21:12:53,3582,81,like
34650,2019-10-17 21:13:30,3513,49,favorite
87256,2019-12-30 15:31:28,4101,39,like
24970,2019-12-30 16:03:17,4101,39,like
65423,2019-07-26 09:30:09,2744,16,favorite
73377,2019-07-26 15:48:47,2803,27,favorite
21039,2019-12-13 13:43:30,3925,81,favorite
17050,2019-12-07 15:08:48,1342,68,like
46954,2019-12-07 15:57:43,3893,39,like
51581,2019-10-10 16:05:22,2043,81,like
73803,2019-10-18 00:38:41,3390,15,like
73803,2019-10-18 00:38:38,3390,15,favorite
87036,2019-10-18 02:53:41,3579,78,favorite
68519,2019-12-02 18:52:57,3858,39,like
19043,2019-12-02 18:58:30,3858,39,like
76733,2019-12-02 19:57:51,3840,39,like
30276,2019-10-17 10:51:19,1342,68,like
52998,2019-12-07 14:13:52,3879,51,favorite
52998,2019-12-07 14:13:18,3847,81,favorite
19030,2019-12-27 16:37:48,4084,39,favorite
33033,2019-12-30 18:12:42,4101,39,favorite
2749,2019-12-03 23:15:47,2946,16,favorite
88639,2019-12-04 00:01:15,3868,39,like
61223,2019-12-26 14:52:04,4072,15,like
30513,2019-12-26 15:19:25,3978,81,dislike
23658,2019-12-26 15:23:12,3930,16,like
2844,2019-12-10 13:10:33,3579,78,favorite
6832,2019-12-09 09:00:29,3494,2,14]
87324,2019-12-09 11:35:08,2371,20,like
64699,2019-12-08 11:01:05,3739,81,like
266,2019-12-08 12:55:13,3901,39,like
27563,2019-12-28 15:53:56,4086,39,like
30294,2019-12-28 16:19:43,4087,39,like
48792,2019-12-25 22:02:00,4053,39,favorite
81794,2019-10-19 09:20:49,3570,71,dislike
6365,2019-10-19 10:32:27,851,28,48
77566,2019-10-19 11:54:02,3579,78,favorite
89588,2019-12-20 11:28:26,3958,52,favorite
31024,2019-10-24 08:11:55,1342,68,like
8929,2019-10-24 09:02:12,3250,28,77]
58720,2019-12-05 20:46:13,1949,81,like
87747,2019-12-05 21:35:29,3579,78,like
87747,2019-12-05 21:35:25,3579,78,favorite
55359,2019-10-10 21:00:09,1342,68,like
40695,2019-12-09 11:35:31,3811,15,favorite
87324,2019-12-09 12:23:47,3459,73,like
15128,2019-12-27 17:24:13,4084,39,favorite
15128,2019-12-27 17:23:31,4084,39,like
13489,2019-12-17 18:08:12,3854,81,favorite
40156,2019-10-09 14:58:05,3530,50,like
36419,2019-10-09 16:54:08,3520,44,favorite
85087,2019-10-11 10:22:49,1342,68,like
76067,2019-10-11 10:27:21,2227,52,favorite
260,2019-10-11 11:09:04,3365,51,like
52582,2019-12-15 22:18:32,3964,39,favorite
28897,2019-12-15 22:32:24,3459,73,favorite
1238,2019-12-19 13:54:02,3978,81,dislike
22984,2019-12-19 14:06:13,4013,44,like
40461,2019-12-19 14:45:46,3978,81,dislike
19499,2019-12-24 14:44:18,2544,46,like
19043,2019-10-05 10:37:35,3501,71,favorite
13146,2019-12-25 19:21:43,997,3,161
26731,2019-12-05 08:36:03,1342,68,like
3645,2019-12-05 10:36:13,3866,71,dislike
56464,2019-12-14 18:12:57,3943,71,favorite
40245,2019-12-01 17:48:25,3224,81,favorite
12192,2019-12-01 18:19:57,3840,39,favorite
24186,2019-12-07 10:30:22,3847,81,favorite
44211,2019-12-07 11:22:36,3845,49,favorite
23026,2019-12-17 09:05:40,3925,81,favorite
54888,2019-10-03 11:39:44,851,28,48
79911,2019-12-16 20:31:43,3925,81,dislike
34650,2019-12-06 22:51:10,3917,29,like
