party_rk,product1,product2,product3,product4,product5,product6,product7
29811,0,1,0,0,0,0,0
20193,0,0,0,1,1,0,0
94607,0,1,0,0,1,0,0
53820,0,1,0,0,1,0,1
57279,0,1,0,0,1,0,0
13691,0,1,0,0,1,0,0
9957,0,1,1,1,0,0,1
77677,0,1,0,0,1,0,0
41103,0,0,0,1,0,0,0
33882,1,0,0,1,1,0,1
30388,0,1,0,0,0,0,1
76708,0,1,0,0,1,0,1
36338,0,1,0,0,1,0,1
87861,0,0,1,1,1,0,0
6179,1,0,0,1,1,0,0
36611,0,1,0,0,1,0,0
3366,0,1,0,0,0,0,0
23172,0,0,0,1,1,0,0
54896,0,1,0,1,0,0,0
78819,0,1,0,1,1,0,0
82590,0,0,1,1,1,0,0
32153,0,1,1,1,1,0,0
3829,0,1,0,1,0,0,1
25625,0,1,0,0,1,0,0
79496,0,1,0,0,1,0,0
29676,1,1,0,1,0,0,0
48008,0,1,0,0,0,0,0
93341,0,1,0,0,0,0,0
59538,0,0,0,1,0,0,1
14486,0,0,0,1,0,0,0
63289,0,1,0,0,1,0,1
68912,0,1,0,0,1,0,0
8035,0,0,0,1,0,0,1
24851,1,1,0,0,0,0,1
75774,0,0,1,1,0,0,0
46659,0,1,0,0,1,0,0
44289,0,0,1,1,0,0,0
70191,0,1,0,0,1,0,0
62883,0,1,0,0,1,0,0
36366,0,1,0,1,0,0,0
47545,0,1,0,0,0,0,0
19770,0,0,0,1,0,0,0
30688,0,1,0,0,1,0,0
78352,0,0,0,1,1,1,0
85409,0,0,0,1,1,0,0
7934,0,1,0,1,0,0,0
26863,0,0,0,1,1,0,0
32759,0,1,0,1,1,0,0
25450,0,1,0,1,1,0,1
87241,0,0,0,1,1,0,0
24803,1,1,0,1,0,0,1
63107,0,1,0,1,0,0,0
60837,0,0,0,1,0,0,0
27098,0,0,0,1,1,1,1
3145,0,1,0,0,0,0,0
12412,1,1,1,1,0,0,1
33532,0,1,0,0,1,0,0
71065,0,1,0,0,1,0,0
22967,0,1,1,1,1,1,1
49992,0,1,0,0,1,0,0
74448,0,1,0,0,0,0,1
92428,0,1,0,1,1,0,0
16516,0,1,0,0,0,0,0
64825,0,0,0,1,1,0,0
24131,1,1,0,1,1,0,1
49702,1,1,1,1,1,0,0
41041,0,0,0,1,1,0,0
16209,0,1,0,0,0,0,0
15914,0,1,0,0,1,0,1
42768,0,1,0,1,0,0,1
82104,0,0,0,1,1,0,0
10209,0,1,0,1,1,0,0
34518,0,1,0,1,1,0,0
56810,0,0,1,1,0,0,0
57114,0,0,0,1,1,0,0
14254,0,1,0,1,1,0,1
37653,0,1,0,1,0,0,0
66164,0,0,0,1,1,0,0
24792,0,0,0,1,1,0,0
40462,0,1,0,0,1,0,0
23806,0,0,0,1,1,0,0
45448,0,1,0,0,0,0,0
23423,0,1,0,0,0,0,0
78080,1,1,0,0,1,0,1
87849,0,1,0,0,1,0,0
65375,1,1,0,0,1,0,0
82513,0,0,0,1,1,0,0
14130,0,1,0,1,1,0,0
10625,0,1,0,1,1,1,0
43899,0,1,0,1,0,0,1
21086,0,1,0,0,1,0,0
43082,0,0,0,1,1,1,0
14795,0,1,0,0,1,0,0
16533,0,1,0,1,0,0,0
66511,0,0,0,1,0,0,0
93687,0,0,1,1,1,0,0
52523,0,1,0,0,0,0,1
31981,0,0,0,1,0,0,0
35436,0,0,0,1,1,0,0
71919,0,0,1,1,1,0,0
48022,0,0,0,1,0,0,1
16156,0,1,0,0,1,0,0
34494,0,1,0,1,1,0,0
82394,1,1,0,0,0,0,0
44721,0,0,0,1,0,0,0
60405,1,1,0,1,0,0,0
63906,0,0,0,1,0,0,0
72391,0,1,0,0,0,0,0
31835,0,0,0,1,1,1,0
77372,0,0,0,1,1,0,1
76462,0,1,0,0,1,0,0
10617,0,1,0,0,0,0,0
77413,0,0,0,1,0,0,0
67826,0,1,0,0,0,0,0
31210,0,1,0,0,1,0,0
92797,0,1,0,0,1,0,0
36850,0,1,0,0,1,0,0
28844,1,0,0,1,0,0,0
77310,0,1,0,0,0,0,0
58163,0,1,0,0,0,0,0
82492,0,0,0,1,1,0,0
37426,0,1,0,1,1,0,1
93282,0,1,0,0,1,0,0
74696,0,1,0,0,0,0,0
84587,1,1,0,0,1,0,1
83488,1,0,0,1,1,0,0
53254,0,1,0,0,1,0,0
49090,0,0,0,1,0,0,0
14318,0,0,1,1,0,0,1
94600,1,1,0,0,1,0,1
64242,1,0,1,1,1,0,0
78003,0,1,0,0,0,0,0
49133,0,1,0,0,1,0,0
42150,1,0,1,1,1,0,0
1538,0,0,0,1,0,0,0
33,0,1,0,1,0,0,0
24944,0,1,0,0,0,0,0
18241,1,1,0,1,0,0,1
21139,0,0,0,1,0,0,0
63159,0,0,0,1,1,0,0
88620,0,0,0,1,1,0,0
66913,0,0,0,1,1,0,1
1303,0,1,0,0,0,0,0
63081,1,1,0,0,1,0,0
86285,1,0,0,1,0,0,0
76548,1,0,1,1,0,0,1
42763,0,1,0,0,0,0,0
27397,0,1,0,0,0,0,0
60731,0,1,0,1,0,0,1
3863,0,0,0,1,1,0,1
55701,0,0,0,1,0,0,0
36701,0,1,0,1,1,0,0
19338,1,1,0,1,1,0,1
93598,0,1,0,0,1,0,1
88138,0,0,0,1,1,0,0
64300,1,0,0,1,1,0,0
78036,0,1,0,0,1,0,0
82831,0,0,0,1,0,0,0
70882,0,1,0,0,0,0,0
65762,0,0,0,1,1,1,0
17310,0,1,0,1,1,0,0
46041,1,0,0,1,1,0,0
67620,0,1,0,0,0,0,0
7720,0,1,0,1,1,0,1
40094,1,1,0,1,1,0,0
5642,0,0,0,1,0,0,0
63570,0,1,0,0,0,0,0
74857,0,1,0,1,0,0,0
19801,0,1,0,0,1,0,0
34213,0,0,1,1,0,0,0
17578,0,1,0,0,0,0,0
27599,0,1,0,0,1,0,1
30142,0,1,0,1,0,0,0
69845,1,1,0,1,0,0,0
50857,0,0,0,1,1,0,0
68158,0,1,1,1,1,0,0
67282,0,1,0,0,1,0,0
17185,0,1,0,0,0,0,0
39926,1,1,0,0,1,0,1
20705,0,0,0,1,1,1,0
12462,0,0,1,1,1,1,0
52557,0,1,0,1,0,0,0
41285,0,0,0,1,1,0,0
57280,0,0,0,1,0,1,0
60798,0,0,0,1,0,0,0
21414,0,1,0,1,0,1,0
40560,0,1,0,0,0,0,0
55354,1,0,1,1,1,1,0
49458,0,1,1,1,1,0,0
90367,0,1,0,1,1,0,0
10695,0,0,0,1,1,0,0
30406,0,0,0,1,1,0,0
41244,0,1,0,1,0,0,1
47391,0,0,0,1,1,0,0
51901,0,0,0,1,1,0,1
47112,0,0,0,1,1,0,0
10611,0,0,0,1,1,1,0
32287,0,1,0,0,0,0,0
48478,0,1,0,1,1,0,0
50694,0,1,1,1,1,0,0
19747,0,0,0,1,1,0,0
11199,0,0,0,1,1,0,1
60665,0,1,1,1,1,0,0
32137,0,1,0,1,1,0,1
56640,0,1,0,1,0,0,1
64484,0,1,0,1,1,0,1
60793,0,1,0,0,1,0,1
6840,0,1,0,1,0,0,0
70825,1,1,0,0,0,0,0
42520,0,1,0,0,1,0,0
58529,1,1,0,0,1,0,0
51224,0,1,0,0,1,0,0
43691,0,1,0,0,1,0,0
46552,0,0,0,1,0,0,0
78705,0,1,0,0,0,0,0
57129,0,1,0,1,1,0,0
6899,1,1,0,1,1,0,0
4016,1,1,0,1,1,0,1
986,0,1,1,1,1,0,1
11429,1,1,1,1,1,0,0
68592,1,1,0,0,1,0,0
31755,0,1,0,1,1,0,0
26289,0,1,0,0,1,0,0
74071,0,1,0,0,1,0,0
65489,0,0,0,1,0,0,0
87866,1,1,0,0,0,0,0
5040,0,1,0,0,1,0,0
50924,0,1,0,1,1,0,0
14817,0,0,0,1,1,1,1
56696,0,1,0,0,0,0,0
55000,0,1,0,0,0,0,0
86763,0,0,0,1,0,0,0
56038,1,1,0,0,1,0,0
92544,1,1,0,1,1,0,0
52182,0,0,0,1,0,0,0
55969,0,0,0,1,0,0,0
91790,0,0,1,1,1,0,0
34846,1,0,0,1,1,0,1
49665,0,0,0,1,1,0,0
46166,0,1,0,0,1,0,0
32083,0,0,0,1,1,0,0
74180,0,0,0,1,1,0,0
57751,0,0,0,1,1,0,0
21805,0,1,0,0,0,0,0
42979,0,0,1,1,0,0,0
7047,0,1,0,1,1,1,0
53163,0,0,0,1,1,0,0
30013,0,0,0,1,1,0,0
19945,0,0,1,1,1,0,0
40238,0,1,0,1,0,0,0
36728,0,1,0,1,0,0,0
72841,0,1,0,1,1,0,0
57445,0,1,0,0,0,0,0
20984,0,1,1,1,1,0,1
68125,0,0,0,1,0,0,0
55553,0,1,0,0,1,0,0
25285,0,1,0,0,0,0,0
67071,1,0,1,1,0,0,0
39127,0,1,0,1,1,0,0
75118,0,1,0,0,0,0,0
91433,0,0,1,1,1,0,0
13425,0,0,0,1,0,0,1
28102,0,1,1,1,0,0,0
90255,1,1,1,1,0,0,0
68115,0,1,0,0,1,0,0
18324,0,1,0,1,1,0,0
9019,0,1,0,0,0,0,0
61830,0,1,0,0,1,0,0
1382,0,1,0,0,0,0,0
65805,0,0,1,1,1,0,0
16988,0,1,0,0,1,0,1
35619,0,1,0,0,1,0,0
74506,1,1,1,1,0,0,1
72504,0,0,0,1,0,1,0
62089,0,1,0,0,0,0,0
71567,1,0,1,1,1,0,0
32117,0,1,0,1,1,0,0
241,0,1,0,1,1,0,1
75152,0,1,0,0,1,0,0
71104,0,0,1,1,1,0,0
2791,1,1,0,1,0,0,0
27937,0,1,0,1,1,0,0
32824,0,1,0,0,0,0,0
24607,0,1,0,0,0,0,1
86551,0,0,0,1,0,0,0
45209,0,1,0,0,1,0,0
59303,0,1,0,1,1,0,1
65500,0,0,0,1,1,0,1
6841,0,1,0,1,1,0,1
80967,0,0,1,1,1,0,0
76571,0,0,0,1,1,0,0
39345,0,1,0,0,1,0,0
81123,0,0,0,1,1,0,0
18938,0,1,1,1,1,0,1
56237,0,1,0,1,1,0,0
2777,1,1,0,0,1,0,0
47670,0,1,0,0,1,0,1
21077,0,1,0,0,0,0,1
73870,0,1,0,1,1,0,0
63303,0,0,0,1,0,0,0
92226,0,1,0,0,0,0,0
30100,0,1,0,0,0,0,0
54167,0,1,1,1,1,0,0
46970,0,0,0,1,1,0,0
66575,0,0,0,1,0,0,0
64544,0,1,0,0,0,0,0
78860,0,1,0,0,0,0,0
54982,1,0,1,1,1,1,0
23993,0,1,0,0,0,0,0
45345,0,1,0,0,1,0,0
25635,0,0,0,1,0,0,0
17432,0,1,0,0,0,0,0
70115,1,0,0,1,1,0,0
65356,0,1,1,1,1,0,1
90716,0,1,0,0,0,0,0
89147,1,0,1,1,1,0,1
28256,0,1,0,1,1,0,0
22639,0,0,0,1,0,1,0
87851,0,1,1,1,0,0,0
87080,0,0,0,1,0,0,0
33031,0,0,1,1,1,0,0
60315,0,1,1,1,0,0,1
49642,0,1,0,0,1,0,1
18265,0,1,0,1,0,0,0
45281,0,1,0,1,0,0,0
23961,0,0,0,1,0,0,0
19746,0,0,0,1,1,0,0
22626,0,1,0,1,0,0,0
62854,0,1,0,1,1,0,1
47315,0,1,1,1,0,0,0
37761,1,1,0,0,1,0,0
29764,0,1,0,0,0,0,0
56748,0,1,0,0,1,0,1
57656,0,0,0,1,1,0,0
91260,1,0,1,1,0,0,0
29073,0,0,0,1,0,0,0
10074,0,1,0,0,0,0,0
94040,0,1,0,1,0,0,1
80046,0,0,1,1,1,0,0
67564,0,1,0,0,1,0,1
26747,1,1,0,1,1,0,1
20642,0,1,0,0,0,0,1
55782,1,0,1,1,1,0,0
61329,0,0,0,1,0,0,0
87555,0,1,0,0,0,0,0
22514,0,1,0,0,1,0,0
9511,0,1,0,1,0,0,0
5198,0,1,0,0,1,0,0
89225,1,1,0,0,1,0,0
2532,0,1,0,0,1,0,0
52850,0,1,0,0,1,0,0
77178,0,0,0,1,1,0,0
35519,1,1,0,1,0,0,1
68058,1,0,0,1,1,0,0
6243,0,1,0,0,1,0,0
79930,0,0,0,1,0,0,0
15836,0,1,0,1,0,0,1
92758,1,1,0,0,1,0,0
81874,0,1,0,0,1,0,0
89822,0,0,0,1,0,0,0
70935,0,1,0,0,1,0,0
45589,0,0,1,1,0,0,0
14259,0,1,0,0,1,0,0
62922,0,0,0,1,1,0,0
88215,0,0,0,1,0,0,0
32613,0,0,0,1,1,0,0
11384,1,1,0,1,0,0,0
17246,0,1,0,0,1,0,0
50567,0,0,0,1,1,0,0
1905,0,1,0,1,0,0,0
73741,0,1,0,1,1,0,0
38000,0,1,0,1,0,0,1
15607,0,1,0,1,0,0,1
37277,0,1,0,0,0,0,0
58121,0,1,0,0,1,0,0
6433,0,0,0,1,0,0,0
19104,0,1,0,1,0,0,0
4414,1,1,0,1,1,0,1
2550,0,1,0,1,1,0,1
66314,0,1,0,1,0,0,1
85748,0,0,0,1,0,0,0
60122,0,0,0,1,1,1,0
54335,0,1,0,0,0,0,0
18885,0,1,0,1,1,0,1
50957,0,0,0,1,0,0,1
82311,1,0,0,1,0,0,0
9699,0,1,0,0,0,0,0
46769,1,1,0,1,0,0,1
62359,0,0,0,1,1,0,1
28772,0,0,0,1,1,0,0
35541,0,0,0,1,1,1,0
58627,0,0,1,1,0,0,0
54937,0,0,0,1,1,0,0
59380,0,1,0,0,0,0,0
74215,0,1,0,0,0,0,0
28668,0,1,1,1,1,0,0
82442,0,0,0,1,0,0,0
31686,0,0,0,1,1,0,0
47710,0,1,0,1,0,0,0
84867,0,0,0,1,1,0,1
31707,0,1,0,1,1,0,1
60938,0,1,0,0,0,0,0
92001,0,1,1,1,1,0,0
86569,0,0,0,1,1,0,0
21024,0,1,0,0,1,0,1
58781,1,1,1,1,1,0,0
12112,0,1,0,1,1,0,1
90231,0,1,0,0,1,0,0
19360,0,1,0,0,0,0,0
43977,1,1,0,1,1,0,0
65104,1,1,0,0,0,0,0
22812,0,0,0,1,1,0,1
30080,0,1,0,0,1,0,0
30211,0,0,0,1,1,0,0
35681,0,1,0,0,1,0,0
14351,0,0,0,1,1,0,0
2944,0,1,0,0,1,0,0
67856,0,1,1,1,0,0,0
5689,0,1,0,0,1,0,0
43110,0,0,0,1,1,0,0
75333,1,1,0,0,0,0,0
4697,0,0,0,1,0,0,0
17489,0,0,0,1,0,0,0
18730,1,1,1,1,0,0,0
9664,1,1,0,0,1,0,0
35344,0,0,0,1,1,0,0
89339,1,0,0,1,0,0,0
58282,0,1,1,1,1,0,1
84523,0,0,1,1,1,0,0
65943,0,1,0,0,0,0,0
90018,0,1,0,0,1,0,1
57706,1,1,0,1,1,0,0
67882,0,0,0,1,1,0,0
73274,0,1,0,0,1,0,0
9360,0,1,0,0,0,0,0
27047,0,1,0,0,0,0,0
35509,0,0,1,1,1,0,1
18146,1,1,0,0,1,0,1
18213,1,1,0,1,0,0,0
50374,0,1,0,1,1,0,1
90754,0,1,1,1,0,0,0
66986,0,1,0,1,1,0,0
879,0,1,0,0,1,0,0
12390,0,1,0,1,1,0,1
80996,1,0,1,1,1,0,0
40542,0,1,0,1,1,0,0
10324,0,1,0,0,1,0,1
1607,0,1,0,1,1,0,1
53955,0,1,0,0,1,0,0
38172,1,1,0,1,0,0,0
21034,0,0,0,1,1,0,0
33893,0,0,0,1,1,0,1
15877,1,1,1,1,0,0,1
54182,1,1,0,0,1,0,0
77109,1,1,0,0,1,0,0
5803,0,1,0,1,1,0,0
25877,0,0,0,1,0,0,0
57569,0,0,0,1,0,0,1
82580,1,1,0,0,1,0,1
13278,0,1,0,0,0,0,1
70595,0,0,0,1,0,0,1
37707,0,1,0,1,0,0,0
74525,0,0,0,1,1,0,0
36332,0,1,0,1,0,0,0
38949,0,1,0,0,1,0,0
49646,0,1,0,1,1,0,1
9572,0,0,0,1,0,0,0
80214,1,1,0,1,1,0,0
56411,0,0,0,1,0,0,0
47909,0,0,0,1,1,0,0
26379,0,1,0,1,1,0,0
38187,1,1,0,0,1,0,0
8036,0,0,0,1,1,1,0
56790,0,1,1,1,1,0,1
7726,1,1,0,1,0,0,0
86133,0,0,0,1,0,0,0
41909,0,1,0,0,0,0,0
44686,1,1,0,0,0,0,0
4765,0,1,1,1,1,0,1
87507,0,1,0,1,1,0,1
46063,0,1,0,0,0,0,0
89865,0,0,0,1,0,0,0
83476,0,1,0,0,0,0,0
34615,1,1,0,0,1,0,0
8510,0,1,0,0,0,0,0
27905,0,0,0,1,1,0,0
37152,1,1,0,0,1,0,0
47861,1,1,0,1,1,0,0
27466,0,0,0,1,1,0,0
11737,0,1,0,0,0,0,0
76252,0,1,0,0,1,0,0
37764,1,1,0,1,1,0,0
37068,0,1,0,0,1,0,0
13566,0,1,0,1,1,0,1
76396,0,0,0,1,1,0,0
4172,0,1,0,1,1,0,0
67911,1,1,0,0,1,0,0
63011,0,0,0,1,0,0,1
6937,0,1,0,1,0,0,0
4156,0,1,0,1,0,0,0
36702,0,0,0,1,1,0,0
59475,0,0,1,1,1,0,0
28035,0,1,0,0,1,0,0
68453,0,0,0,1,1,0,0
80663,0,0,0,1,1,0,0
71270,0,1,0,0,1,0,0
32996,0,0,0,1,0,0,0
83989,0,0,1,1,1,0,0
89271,0,0,0,1,0,0,0
42741,0,0,0,1,1,0,0
63766,0,1,0,1,1,0,0
34570,0,1,0,0,1,0,0
48206,0,1,0,0,1,0,0
31660,0,1,0,1,0,0,1
52502,0,1,0,0,1,0,0
86296,0,1,0,0,0,0,0
37263,0,1,0,0,0,0,1
28133,0,1,0,1,1,0,0
74545,0,0,0,1,0,0,0
11751,0,1,0,1,1,1,0
69082,0,1,0,0,1,0,0
21179,0,1,0,1,1,0,0
3486,0,1,0,1,0,0,1
66035,0,1,0,0,0,0,0
90020,0,1,0,0,0,0,0
5149,0,1,0,0,1,0,0
28174,0,1,0,1,1,0,0
78812,1,1,0,0,0,0,0
30895,0,1,0,0,1,0,0
20504,0,0,0,1,1,0,0
31425,0,0,0,1,1,0,0
45432,0,1,1,1,1,1,0
5007,1,1,0,0,0,0,0
87703,1,0,1,1,1,0,0
92274,0,1,0,0,0,0,0
48500,0,0,1,1,0,1,0
62106,0,0,0,1,0,0,0
19979,0,1,0,0,1,0,0
62251,0,1,0,0,1,0,0
8957,0,0,1,1,0,0,0
90265,1,0,0,1,1,0,0
19592,0,0,0,1,1,0,0
59300,0,0,0,1,0,0,0
38401,0,1,0,0,0,0,0
2628,0,1,0,1,1,0,1
28469,0,1,0,0,1,0,0
51883,0,1,0,1,1,0,0
36092,0,1,0,1,0,0,0
83569,0,0,0,1,1,0,0
3178,0,0,0,1,0,0,1
11179,0,1,0,1,1,0,0
998,0,1,0,1,0,0,0
85329,0,1,0,0,1,0,0
50740,0,0,0,1,1,0,0
15837,0,1,0,0,1,0,0
51787,0,1,0,0,1,0,0
11989,0,0,0,1,1,0,0
65360,0,1,0,0,1,0,0
33234,0,1,0,0,0,0,0
58765,0,0,1,1,0,0,0
50335,0,1,0,1,1,0,0
32243,0,1,0,1,0,0,1
